SAMPLE_ID,SAMPLE_FIELD_ID,SAMPLE_DATE,LONG_DEG,LAT_DEG,YEAR_CONSTRUCTION,WELL_TYPE,WELL_DEPTH,DIVISION,DISTRICT,THANA,UNION,MOUZA,GEOCODE,As,Al,B_,Ba,Ca,Co,Cr,Cu,Fe,K_,Li,Mg,Mn,Na,P_,Si,SO4,Sr,V_,Zn
S98_03305,RIP1284,31/03/1998,89.876,22.791,1975,STW,20,Khulna,Bagerhat,Chitalmari,Chitalmari,Aruabarri,4011431031,134,< 0.01,0.2,0.095,95.6,< 0.003,< 0.002,< 0.008,0.908,16.3,< 0.004,95.1,0.018,79.5,0.6,27.4,0.9,0.767,< 0.002,0.301
S98_04078,RIP3002,25/04/1998,91.102,23.614,1988,STW,24,Chittagong,Comilla,Brahmanpara,Brahmanpara,Prahmanpara,2191518159,134,< 0.01,0.1,0.009,5.1,< 0.003,< 0.002,< 0.008,1.26,4.6,< 0.004,6.87,0.02,57.4,3.7,20.6,0.4,0.0458,< 0.002,0.008
S98_04088,RIP3013,26/04/1998,90.786,23.574,1996,STW,24,Chittagong,Comilla,Daudkandi,Majidpur,Majidpur,2193669652,134,0.3,< 0.1,0.066,85.4,< 0.003,< 0.002,< 0.008,1.75,4.7,0.004,24,0.965,13.5,1.6,30,0.7,0.241,< 0.002,0.025
S99_05053,RIP5053,18/05/1999,90.8811,25.0736,1998,HTW,90.5,Dhaka,Netrokona,Kalmakanda,Kalmakanda,Kalmakanda,3724035578,134,0.02,< 0.1,0.071,14.8,< 0.003,< 0.002,< 0.008,1.99,1.6,< 0.004,6.34,0.109,73.9,1.1,9.19,0.2,0.0898,< 0.002,0.016
S98_03295,RIP1273,20/04/1998,89.075,23.606,1973,STW,45,Khulna,Jhenaidah,Harinakunda,Kapashatia,Bhalikishtali,4441463142,135,< 0.04,0.02,0.043,108,< 0.008,< 0.02,< 0.008,6.17,2.4,< 0.003,26.2,0.513,18.3,0.6,19.7,< 0.2,0.29,< 0.006,< 0.008
S98_03320,RIP1314,22/04/1998,88.877,24.011,1983,STW,39,Khulna,Kushtia,Daulatpur (Ku),Daulatpur,Daulatpur,4503933337,135,< 0.04,0.02,0.203,108,< 0.008,< 0.02,< 0.008,2.29,3.6,0.004,23.3,0.871,11.1,< 0.2,14.1,< 0.2,0.33,< 0.006,1.7
S98_03708,RIP1763,12/5/1998,90.45,23.196,1975,STW,33,Dhaka,Shariatpur,Bhedarganj,Mahisar,Gaidya,3861460405,135,0.04,< 0.1,0.097,59.5,< 0.003,< 0.002,< 0.008,10.2,6.4,0.005,29.5,0.131,64,1.6,25.7,0.9,0.242,< 0.002,0.019
S98_03789,RIP1856,16/05/1998,90.013,23.234,1997,STW,63,Dhaka,Gopalganj,Muksudpur,Gohala,Dak.Gangarampur,3355839334,135,0.04,0.2,0.263,77.4,< 0.003,< 0.002,< 0.008,5.38,12.7,0.019,52.7,0.068,150,2.1,23.5,0.7,0.54,< 0.002,0.017
S99_07061,RIP7061,20/05/1999,91.082,24.7076,1998,HTW,77.1,Dhaka,Netrokona,Khaliajuri,Mendipur,Jaganathpur Bazar,3723867460,135,0.02,0.3,0.099,15.9,< 0.003,< 0.002,< 0.008,8.47,2.4,< 0.004,7.7,0.103,145,2.1,19,0.4,0.114,< 0.002,0.027
S98_02497,RIP1235,13/04/1998,89.391,23.042,1979,STW,50,Khulna,Jessore,Abhaynagar,Paurashava,Noapara,4410431718,136,< 0.04,0.06,0.064,115,< 0.008,< 0.02,< 0.008,3.93,2.1,0.008,35.7,0.233,33.6,0.3,14.7,< 0.2,0.558,< 0.006,0.009
S98_03177,RIP1135,27/03/1998,88.985,22.693,1996,STW,43,Khulna,Satkhira,Satkhira Sadar,Ghona,Bhorakhali,4878261611,136,0.08,0.09,0.395,118,< 0.008,< 0.02,< 0.008,7.54,11.4,0.004,58.8,0.093,38.2,1.9,27.9,< 0.2,0.538,< 0.006,0.028
S98_04367,RIP3331,19/05/1998,91.332,22.931,1974,STW,15,Chittagong,Feni,Daganbhuiyan,Daganbhuiyan,Jagatpur,2302512452,136,0.04,0.3,0.008,18.9,< 0.003,< 0.002,< 0.008,0.662,17.2,0.007,37,0.245,151,2.4,16.9,1,0.21,< 0.002,0.017
S99_07001,RIP7001,10/5/1999,91.3159,24.5484,1998,HTW,27.1,Sylhet,Habiganj,Ajmiriganj,Jalshuka,Nowagaon,6360254587,136,< 0.01,0.3,0.056,56.9,0.003,< 0.002,< 0.008,5.29,9,0.008,40.7,0.099,169,3.6,32.3,1.7,0.412,< 0.002,0.033
S98_03100,RIP1047,25/03/1998,89.575,22.826,1992,STW,62,Khulna,Khulna,Rupsa,Aijganti,Aijghanti,4477513015,137,< 0.04,0.09,0.279,117,< 0.008,< 0.02,< 0.008,3.6,5.7,0.003,32,0.415,82.2,0.7,19.3,< 0.2,0.463,< 0.006,< 0.008
S98_03494,RIP1512,28/04/1998,90.338,22.566,1974,STW,17,Barisal,Barisal,Bakerganj,Rangasree,Nandapara,1060794686,137,< 0.04,0.53,0.128,111,< 0.008,< 0.02,< 0.008,5.81,18.1,0.003,100,0.134,736,4.3,23.3,0.3,0.801,< 0.006,< 0.008
S99_05096,RIP5096,24/05/1999,90.1918,25.1376,1997,TARA,48.8,Dhaka,Sherpur,Nalitabari,Nayabil,Nayabil,3897086699,137,0.01,< 0.1,0.034,14,< 0.003,< 0.002,< 0.008,0.194,1.3,< 0.004,4.92,0.159,24.1,0.7,25.4,< 0.2,0.0902,< 0.002,0.051
S98_04143,RIP3076,27/04/1998,91.218,23.324,1990,STW,39,Chittagong,Comilla,Chauddagram,Kashinagar,Jashinagar,2193161447,138,0.04,< 0.1,0.013,45.5,< 0.003,< 0.002,< 0.008,3.25,7,< 0.004,53.9,1.02,25.4,0.8,17,8.5,0.352,< 0.002,0.014
S98_02643,RIP0349,26/05/1998,91.823,24.652,1994,STW,91,Sylhet,Sylhet,Balaganj,Balaganj,Digarberkuri,6910806209,139,< 0.04,0.02,0.074,7.87,< 0.008,< 0.02,< 0.008,1.96,1.3,< 0.003,6.88,0.063,99.7,3.1,11.5,0.5,0.0816,< 0.006,0.008
S98_03863,RIP1952,29/04/1998,90.328,22.801,1994,STW,22,Barisal,Barisal,Babuganj,Chandpasha,Kalikapur,1060327523,140,0.05,0.1,0.124,115,< 0.003,< 0.002,< 0.008,1.66,5.9,0.007,27.2,1.13,64.4,0.6,16.7,4.8,0.413,< 0.002,0.013
S98_00756,"RIP3497, BTS156",15/03/1998,90.8644,22.9414,1991,Private HP TW,14,Chittagong,Lakshmipur,Lakshmipur Sadar,Laharkandi,Athiatali,251436056,142,< 0.04,0.08,0.011,22,< 0.008,< 0.02,< 0.008,3.92,4.6,0.004,18.6,1.29,48.6,0.4,15.5,0.8,0.13,< 0.006,0.352
S98_02611,RIP3218,13/05/1998,91.094,22.829,1995,STW,14,Chittagong,Noakhali,Noakhali Sadar,Binodpur,Pas.badaripur,2758715922,143,0.04,0.81,0.017,18.4,< 0.008,< 0.02,< 0.008,1.13,8.8,0.004,20.5,0.162,412,4,14.3,0.6,0.164,< 0.006,0.009
S98_03045,RIP0633,10/6/1998,90.209,23.521,1996,STW,60,Dhaka,Munshiganj,Srinagar,Bhagyakul,Kamargaon,3598427448,143,< 0.04,0.08,0.158,50.9,< 0.008,< 0.02,< 0.008,6.84,7.6,0.005,40.4,0.115,67.1,1.9,25,2.5,0.281,< 0.006,0.052
S98_03191,RIP1151,27/03/1998,89.107,22.711,1997,STW,44,Khulna,Satkhira,Satkhira Sadar,Brahma Rajpur,Majkhola,4878247565,143,< 0.04,0.05,0.165,119,< 0.008,< 0.02,< 0.008,3.53,4.5,0.005,42,0.048,29.9,0.3,19.2,< 0.2,0.547,< 0.006,0.012
S98_03759,RIP1823,18/05/1998,90.071,23.307,1965,STW,25,Dhaka,Faridpur,Bhanga,Kalamirda,Sonamukhirchar,3291055497,143,0.04,< 0.1,0.19,130,< 0.003,< 0.002,< 0.008,8.06,4.8,< 0.004,28,0.63,35.8,1.1,17.6,1.1,0.419,< 0.002,0.02
S98_04105,RIP3032,28/04/1998,90.986,23.615,1996,STW,25,Chittagong,Comilla,Muradnagar,Jahapur,Bahapur,2198140084,143,0.04,0.6,0.014,17.8,< 0.003,< 0.002,< 0.008,0.482,8.1,0.01,25.3,0.144,493,2.5,18.8,0.4,0.23,< 0.002,0.016
S99_04043,RIP4043,15/05/1999,90.9625,24.2148,1995,HTW,20.1,Dhaka,Kishoreganj,Bajitpur,Pourashava,"Holding 77/104, Rubberkandi",3480601723,143,0.03,< 0.1,0.054,49.4,< 0.003,< 0.002,< 0.008,7.81,3.8,< 0.004,13.8,0.84,12.3,0.9,23.2,0.2,0.215,< 0.002,0.022
S99_06120,RIP6120,27/05/1999,89.904,24.2582,1994,HTW,21.3,Dhaka,Tangail,Tangail Sadar,Paurashava ward-05,Kagmara (Dakshin),3939505578,144,0.04,< 0.1,0.088,49.4,< 0.003,< 0.002,< 0.008,8.99,2.7,< 0.004,11,0.987,7.2,1.4,22.8,0.3,0.16,< 0.002,0.039
S98_03725,RIP1782,14/05/1998,89.883,22.985,1986,STW,29,Dhaka,Gopalganj,Tungipara,Gopalpur,Guadhana,3359138474,145,0.04,0.3,0.24,83.9,< 0.003,< 0.002,< 0.008,4.3,10.8,0.01,44.5,0.068,435,2.8,21,0.6,0.435,< 0.002,0.015
S98_03749,RIP1810,16/05/1998,89.929,23.284,1996,STW,53,Dhaka,Gopalganj,Muksudpur,Mochna,Gunshi,3355867358,145,0.03,0.4,0.129,67.1,< 0.003,< 0.002,< 0.008,2.25,14.1,0.016,55.9,0.09,462,3.6,28.6,0.7,0.452,< 0.002,0.015
S99_05065,RIP5065,20/05/1999,91.0468,24.8459,1991,HTW,97.5,Dhaka,Netrokona,Mohanganj,Tetulia,Tetulia,3726384979,145,0.02,< 0.1,0.131,15.2,< 0.003,< 0.002,< 0.008,0.944,2,< 0.004,7.04,0.182,96,0.8,10.5,0.3,0.145,< 0.002,0.012
S99_05074,RIP5074,21/05/1999,90.997,24.9528,1996,HTW,100.6,Sylhet,Sunamganj,Dharmapasha,Paikarah,Bowlam,6903266187,145,0.02,< 0.1,0.113,19.7,< 0.003,< 0.002,< 0.008,0.947,2.1,< 0.004,9.54,0.1,91.1,1,15.7,0.3,0.143,< 0.002,0.022
S99_07016,RIP7016,12/5/1999,91.5629,25.0069,1990,HTW,50.6,Sylhet,Sunamganj,Dowarabazar,Duhalia,Duhalia Bazaar,6903332253,145,0.01,0.2,0.039,2.7,< 0.003,< 0.002,< 0.008,4.09,2.3,0.005,1.35,0.045,132,1.4,11.6,0.6,0.0222,< 0.002,0.137
S98_02487,RIP1138,28/03/1998,89.04,22.86,1984,STW,39,Khulna,Satkhira,Kalaroa,Helatola,Tulshidanga,4874323986,147,< 0.04,0.02,0.21,116,< 0.008,< 0.02,< 0.008,9.21,1.9,0.003,24.8,0.128,36,1.4,19.4,0.2,0.292,< 0.006,0.03
S98_03156,RIP1112,1/4/1998,89.659,22.575,1988,STW,24,Khulna,Bagerhat,Rampal,Rampal,Srifaltala,4017383918,148,0.04,0.18,0.674,258,< 0.008,< 0.02,< 0.008,15.2,10.3,0.004,111,0.115,579,1.2,18.3,< 0.2,1.07,< 0.006,< 0.008
S98_03463,RIP1478,20/04/1998,89.299,23.524,1995,STW,52,Khulna,Jhenaidah,Jhenaidah Sadar,Padkmakar,Tiardah,4441968967,148,0.05,0.03,0.081,106,< 0.008,< 0.02,< 0.008,4.71,2.9,0.006,31,0.173,18.4,0.5,19.4,< 0.2,0.356,< 0.006,0.031
S98_04162,RIP3100,30/04/1998,91.096,23.193,1996,STW,26,Chittagong,Comilla,Laksam,Purba Gobindapur,Gurba Gobindapur,2197235354,148,0.04,< 0.1,0.005,35.4,< 0.003,< 0.002,< 0.008,0.611,7.2,0.004,45.9,0.151,35.4,0.8,18.8,0.5,0.16,< 0.002,0.019
S98_03408,RIP1415,5/4/1998,89.645,23.181,1979,STW,60,Khulna,Narail,Lohagara (N),Lakhsmipasha,Lakhsmipasha,4655255580,149,< 0.04,0.04,0.254,116,< 0.008,< 0.02,< 0.008,3.34,3.3,< 0.003,35.7,0.107,24.2,1.6,21.1,< 0.2,0.45,< 0.006,< 0.008
S98_03502,RIP1521,29/04/1998,90.187,22.798,1994,STW,23,Barisal,Barisal,Banaripara,Saliabakpur,Sakharia,1061063865,149,< 0.04,0.28,0.167,48.7,< 0.008,< 0.02,< 0.008,1.59,13.1,< 0.003,53.8,0.06,368,3.2,16.9,0.5,0.353,< 0.006,< 0.008
S99_06143,RIP6143,30/05/1999,89.882,24.0611,1998,HTW,22.9,Dhaka,Tangail,Nagarpur,Nagarpur,Badnapara,3937673069,149,0.03,< 0.1,0.08,54.2,< 0.003,< 0.002,< 0.008,8.54,2.5,< 0.004,14.6,0.983,5.4,1.2,25.4,< 0.2,0.149,< 0.002,0.14
S98_03435,RIP1447,16/04/1998,88.913,23.714,1997,STW,39,Khulna,Chuadanga,Alamdanga,Jehala,Garchapara,4180763373,150,< 0.04,0.02,0.16,84.2,< 0.008,< 0.02,< 0.008,4.07,3.3,< 0.003,14.9,0.426,10.8,0.8,15.1,< 0.2,0.196,< 0.006,0.01
S99_06214,RIP6214,12/6/1999,89.5631,24.886,1993,HTW,11,Rajshahi,Bogra,Sariakandi,Sarikandi,Hindukandi,5108188465,150,0.03,0.1,0.102,48.3,< 0.003,< 0.002,< 0.008,10.9,4.8,0.006,16,3.7,6.8,1.4,25.7,1,0.138,< 0.002,0.037
S98_02649,RIP0391,28/05/1998,92.258,25.01,1984,STW,47,Sylhet,Sylhet,Kanaighat,Kanaighat,Bishnapur,6915947155,151,< 0.04,0.05,0.077,17.6,< 0.008,< 0.02,< 0.008,10.2,3.7,< 0.003,13.1,0.227,28.4,1.7,22.6,0.6,0.201,< 0.006,0.01
S98_02676,RIP3475,14/06/1998,91.645,22.613,1990,STW,19,Chittagong,Chittagong,Sitakunda,Sitakund,Mahadebpur,2158676727,151,< 0.04,0.52,0.02,36.3,< 0.008,< 0.02,< 0.008,0.713,6.3,0.013,29.5,1.48,88.8,1.1,15.1,1.4,0.25,< 0.006,0.013
S98_03829,RIP1902,18/05/1998,89.874,23.45,1984,STW,35,Dhaka,Faridpur,Nagarkanda,Laskardia,Laskardia,3296255611,151,0.04,< 0.1,0.174,87.2,< 0.003,< 0.002,< 0.008,6.08,5,0.005,41.9,0.095,14,1,25.8,< 0.2,0.573,< 0.002,0.124
S98_04220,RIP3164,2/5/1998,90.986,23.382,1997,STW,33,Chittagong,Comilla,Barura,Dakshin Jalan,Jakshin Jalan,2190956435,151,0.02,0.1,0.01,21,< 0.003,< 0.002,< 0.008,1.09,6.8,< 0.004,29.4,0.059,50,2.6,23.8,0.4,0.165,< 0.002,0.009
S98_02506,RIP1293,5/4/1998,89.649,23.121,1974,STW,50,Khulna,Narail,Lohagara (N),Dighalia,Dighalia,4655207287,152,< 0.04,0.04,0.28,86.6,< 0.008,< 0.02,< 0.008,3.04,10.6,< 0.003,32.9,0.105,24.2,1.8,15.5,< 0.2,0.435,< 0.006,0.021
S98_02521,RIP1435,14/04/1998,89.408,23.222,1984,STW,50,Khulna,Jessore,Bagher Para,Dohakula,Mamudanipur,4410947669,152,< 0.04,0.03,0.226,106,< 0.008,< 0.02,< 0.008,3.93,7,0.003,25.2,0.262,20.9,1,15.4,< 0.2,0.407,< 0.006,< 0.008
S98_03701,RIP1754,11/5/1998,90.238,23.073,1984,STW,25,Dhaka,Madaripur,Kalkini,Kalkini,Jhautala,3544050491,152,0.04,< 0.1,0.125,113,< 0.003,< 0.002,< 0.008,4.18,4.8,< 0.004,21.1,0.749,26.1,1.9,21,0.3,0.363,< 0.002,0.021
S98_03799,RIP1866,17/05/1998,89.713,23.474,1988,STW,39,Dhaka,Faridpur,Boalmari,Dodpur,Purba Bhatdi,3291830796,152,0.03,< 0.1,0.193,170,< 0.003,< 0.002,< 0.008,12.7,4.8,< 0.004,31.4,0.866,22.8,0.9,19,1.2,0.513,< 0.002,0.014
S99_05142,RIP5142,1/6/1999,90.8502,23.8861,1989,HTW,17.7,Dhaka,Narsingdi,Raipur (N),Nilakshya,Nilakshya,3686471718,153,0.06,< 0.1,0.082,73.4,< 0.003,< 0.002,< 0.008,3.8,4,< 0.004,16.1,1.72,19,1.2,22.3,24.9,0.238,< 0.002,0.017
S99_06138,RIP6138,29/05/1999,89.9368,24.2051,1976,HTW,40.5,Dhaka,Tangail,Delduar,Pathrail,Pathrail,3932371821,153,0.07,< 0.1,0.19,92.2,< 0.003,< 0.002,< 0.008,11.7,5.4,0.005,22,1.93,24.3,1.1,19.8,0.5,0.324,< 0.002,0.03
S98_04153,RIP3089,29/04/1998,90.799,23.732,1992,STW,18,Chittagong,Comilla,Homna,Paschim Ghagutia,Baschim Ghagutia,2195457116,154,0.04,< 0.1,0.063,48.6,< 0.003,< 0.002,< 0.008,8.02,4.7,< 0.004,13.7,0.84,12.1,1.5,21.6,1.5,0.168,< 0.002,0.025
S99_07040,RIP7040,17/05/1999,90.9747,24.7232,,HTW,78,Dhaka,Netrokona,Madan,Madan,Kuliati,3725652576,154,0.02,0.3,0.109,16.9,< 0.003,< 0.002,< 0.008,6.38,2.4,0.006,7.77,0.057,183,2.2,18.1,0.4,0.132,< 0.002,0.021
S98_02490,RIP1164,29/03/1998,89.24,22.538,1975,STW,56,Khulna,Satkhira,Assasuni,Baradal,Baradal,4870425107,155,< 0.04,0.26,0.5,105,< 0.008,< 0.02,< 0.008,3.99,12.8,0.008,69.1,0.052,573,2,17.5,1.1,0.665,< 0.006,< 0.008
S99_04190,RIP4190,3/6/1999,90.5707,23.9317,1992,HTW,39,Dhaka,Gazipur,Kaliganj (G),Kaliganj,Baligaon,3333486072,155,0.15,< 0.1,0.091,50.6,< 0.003,< 0.002,< 0.008,1.99,3.4,0.005,20.1,0.198,13.5,< 0.1,17.5,0.5,0.304,< 0.002,0.101
S98_02861,RIP0352,26/05/1998,91.688,24.632,1996,DTW,137,Sylhet,Sylhet,Balaganj,Sadipur,Khasrupur,6910881501,157,< 0.04,0.03,0.097,8.62,< 0.008,< 0.02,< 0.008,2.3,1.2,< 0.003,8.06,0.035,126,4,11.1,0.4,0.0806,< 0.006,< 0.008
S98_04097,RIP3023,27/04/1998,90.945,23.361,1991,STW,25,Chittagong,Comilla,Chandina,Daks. Rarakarai,Paks. Barakarai,2192731734,157,0.03,< 0.1,0.009,22.6,< 0.003,< 0.002,< 0.008,0.779,10.4,< 0.004,32.8,0.136,14.2,2.2,17,0.5,0.149,< 0.002,0.008
S98_03816,RIP1886,20/05/1998,89.384,23.872,1989,STW,35,Dhaka,Rajbari,Pangsha,Bahadurpur,Bahadurpur,3827305040,158,0.07,< 0.1,0.209,189,< 0.003,< 0.002,< 0.008,1.43,5.6,< 0.004,32,1.62,23.8,0.2,19.1,1.4,0.572,< 0.002,0.025
S99_04012,RIP4012,11/5/1999,90.79,24.434,1998,HTW,30.5,Dhaka,Kishoreganj,Kishoreganj Sadar,Pourashava,Char Sholakia,3484902221,158,0.05,< 0.1,0.049,38.9,< 0.003,< 0.002,< 0.008,2.74,2.7,< 0.004,14.2,0.335,9.8,1.2,25,< 0.2,0.121,< 0.002,0.012
S98_03591,RIP1626,5/5/1998,89.946,22.257,1988,STW,13,Barisal,Pirojpur,Mathbaria,Amragachhia,Uttar Sonakhali,1795808994,159,< 0.04,0.18,0.126,106,< 0.008,< 0.02,< 0.008,5.24,9.5,0.004,72,0.135,632,2.4,20.6,0.7,0.594,< 0.006,< 0.008
S98_04080,RIP3004,25/04/1998,91.061,23.715,1996,STW,36,Chittagong,Comilla,Brahmanpara,Madhabpur,Uadhabpur,2191556915,159,0.13,< 0.1,0.015,67.9,< 0.003,0.073,< 0.008,4.34,7.5,0.005,34.9,0.173,25.7,1.6,22.5,0.6,0.296,< 0.002,0.108
S98_03782,RIP1849,14/05/1998,89.934,23.137,1975,STW,24,Dhaka,Gopalganj,Gopalganj Sadar,Satpar,Betbhita,3353282148,160,0.04,< 0.1,0.202,104,< 0.003,< 0.002,< 0.008,10.6,3.8,0.006,20.3,0.12,17.7,1,23.2,0.9,0.34,< 0.002,0.018
S98_04158,RIP3095,1/5/1998,90.851,23.722,1995,STW,15,Chittagong,Comilla,Homna,P. Handerchar,R. Chanderchar,2195428772,160,0.04,< 0.1,0.008,18.4,< 0.003,< 0.002,< 0.008,1.15,11.7,< 0.004,35.6,0.161,35.3,1.7,15.6,0.3,0.162,< 0.002,0.009
S99_04020,RIP4020,12/5/1999,90.927,24.1009,1998,HTW,18.3,Dhaka,Kishoreganj,Bhairab,Kalikaprashad,Akbarnagar,3481147062,160,0.05,< 0.1,0.063,36.1,< 0.003,< 0.002,< 0.008,8.74,3.3,< 0.004,10.4,1.16,7.5,0.4,17.2,< 0.2,0.154,< 0.002,0.014
S98_02559,RIP1827,19/05/1998,89.719,23.698,1978,STW,29,Dhaka,Rajbari,Rajbari Sadar,Kharkharapur,C.Kharkharapur,3827643277,161,< 0.04,0.03,0.164,117,< 0.008,< 0.02,< 0.008,6.73,4.9,< 0.003,34,1.32,18.1,0.6,16.4,< 0.2,0.404,< 0.006,0.01
S98_00781,"RIP1962, BTS215",8/3/1998,89.8675,23.5347,1995,Private HP TW,32,Dhaka,Faridpur,Faridpur Sadar,Greda,Jayar,3294739532,162,< 0.04,0.05,0.081,49.2,< 0.008,< 0.02,< 0.008,3.37,6.1,< 0.003,37,0.041,14,2.1,17.1,< 0.2,0.26,< 0.006,< 0.008
S99_06021,RIP6021,12/5/1999,90.9304,24.1334,1998,TARA,69.5,Dhaka,Kishoreganj,Kuliarchar,Kuliarchar,Tatarkandi,3485447994,162,0.02,0.1,0.043,16.9,< 0.003,< 0.002,< 0.008,2.91,11.5,0.005,24.6,0.107,86.6,2.6,16,0.3,0.219,< 0.002,0.011
S98_02720,RIP3209,11/5/1998,90.648,22.683,1996,STW,14,Barisal,Bhola,Bhola Sadar,Paurashava,Sadar road,1091850,163,< 0.04,0.29,0.051,74.2,< 0.008,< 0.02,< 0.008,1.22,12,< 0.003,48.6,0.82,169,0.9,14,0.3,0.389,< 0.006,0.079
S98_03484,RIP1501,27/04/1998,90.213,22.996,1985,STW,22,Barisal,Barisal,Gournadi,Barthi,Bangila,1063223078,163,< 0.04,0.36,0.088,66.5,< 0.008,< 0.02,< 0.008,5.97,18,0.004,43.9,0.089,221,4.9,27.7,0.3,0.42,< 0.006,0.028
S99_07153,RIP7153,2/6/1999,90.9223,24.0676,1995,HTW,22.3,Dhaka,Narsingdi,Belabo,Sallabad,Saralabad,3680783908,163,< 0.01,0.2,0.068,13.6,< 0.003,< 0.002,0.013,1.87,10.7,0.004,19.8,0.227,161,2.7,10.9,1.7,0.131,< 0.002,0.022
S98_04129,RIP3061,26/04/1998,90.999,23.647,1990,STW,28,Chittagong,Comilla,Debidwar,Uttar subil,Gttar Subil,2194089423,164,0.02,0.1,0.018,26,< 0.003,< 0.002,< 0.008,1.68,7.8,< 0.004,35.7,0.075,66.4,2,20,0.3,0.251,< 0.002,0.01
S98_04353,RIP3315,17/05/1998,91.406,22.94,1990,STW,23,Chittagong,Feni,Feni Sadar,Dhalia,Dhalia,2302917076,164,0.03,0.1,0.005,14.3,< 0.003,< 0.002,< 0.008,1.07,14.5,< 0.004,27.9,0.375,38.5,1.6,13.5,0.4,0.153,< 0.002,0.012
S99_07376,RIP7376,5/7/1999,88.7083,24.7692,1996,HTW,34.4,Rajshahi,Naogaon,Manda,Manda,Kamarkuri,5644767602,164,< 0.01,0.1,0.078,30.8,< 0.003,< 0.002,< 0.008,1.36,1.9,0.008,10.7,0.732,57,0.6,20.2,1.5,0.118,< 0.002,0.036
S98_03171,RIP1129,5/4/1998,89.716,23.02,1990,STW,41,Khulna,Narail,Kalia,Bauisena,Bauisena,4652815165,165,< 0.04,0.18,0.272,90.9,< 0.008,< 0.02,< 0.008,3.23,9.4,0.004,55.7,0.076,296,2.8,22.3,< 0.2,0.54,< 0.006,< 0.008
S98_02513,RIP1362,13/04/1998,89.216,22.906,1985,STW,49,Khulna,Jessore,Keshabpur,Keshabpur,Altapol,4413828014,166,< 0.04,0.07,0.236,82.5,< 0.008,< 0.02,< 0.008,3.9,4.6,0.004,29.8,0.039,52.7,1.3,18.9,< 0.2,0.378,< 0.006,0.008
S98_02626,RIP3364,19/05/1998,91.376,22.936,1994,STW,20,Chittagong,Feni,Sonagazi,Char majlishpur,Bishnupur,2309447155,166,< 0.04,0.26,0.009,17.8,< 0.008,< 0.02,< 0.008,0.361,13.3,0.004,36.3,0.124,184,2.7,14.6,0.3,0.216,< 0.006,0.011
S98_03746,RIP1806,14/05/1998,90.046,22.992,1983,STW,28,Dhaka,Gopalganj,Kotalipara,Amtali,Gachpara,3355107328,166,0.04,< 0.1,0.098,84.2,< 0.003,< 0.002,< 0.008,3.73,5.2,0.005,23.1,0.07,28.4,1.4,23.2,0.3,0.339,< 0.002,0.015
S98_03051,RIP0639,10/6/1998,90.272,23.596,1995,STW,60,Dhaka,Munshiganj,Srinagar,Hasara,Alampur,3598440009,167,0.05,0.05,0.201,55.2,< 0.008,< 0.02,< 0.008,10.5,4.7,0.006,27.2,0.159,44.8,0.7,22.6,2,0.33,< 0.006,0.019
S98_02520,RIP1426,13/04/1998,89.23,22.963,1993,STW,67,Khulna,Jessore,Manirampur,Shyamkur,Aminpur,4416194012,168,< 0.04,0.06,0.406,127,< 0.008,< 0.02,< 0.008,3.7,8.2,0.005,60.7,0.099,41.5,1.1,18.3,< 0.2,0.762,< 0.006,< 0.008
S98_03113,RIP1062,23/03/1998,89.535,22.887,1984,STW,55,Khulna,Khulna,Dighalia,Dighalia,Dighalia,4474040379,168,< 0.04,0.05,0.03,75.4,< 0.008,< 0.02,< 0.008,3.48,2.6,0.005,27.3,0.108,36.8,1.2,19.4,< 0.2,0.332,< 0.006,< 0.008
S98_03188,RIP1148,29/03/1998,89.11,22.305,1996,STW,43,Khulna,Satkhira,Shyamnagar,Iswaripur,Banshipur,4878639055,168,< 0.01,1,0.369,54.5,< 0.003,< 0.002,< 0.008,0.058,45.3,0.045,193,< 0.002,1950,0.3,22.5,1.4,1.12,< 0.002,0.005
S98_03249,RIP1220,4/4/1998,89.6,23.401,1997,STW,72,Khulna,Magura,Mohammadpur (M),Mohammadpur,Mohammadpur,4556652615,168,< 0.04,0.04,0.062,110,< 0.008,< 0.02,< 0.008,3.79,3.9,0.008,26.8,3.14,17.7,0.5,25.3,< 0.2,0.522,< 0.006,< 0.008
S99_07087,RIP7087,25/05/1999,89.9651,25.0878,1962,HTW,34.1,Dhaka,Sherpur,Sribardi,Kharia Karirchar,Langarpara,3899055681,168,0.02,0.1,0.065,33.3,< 0.003,< 0.002,0.019,11.8,3,< 0.004,12.4,1.13,6.8,0.8,21.1,2.3,0.15,< 0.002,0.046
S99_04063,RIP4063,17/05/1999,90.8688,24.4636,1988,HTW,7.6,Dhaka,Kishoreganj,Karimganj,Baragharia,Noakandi,3484208690,169,0.06,0.1,0.119,59.6,< 0.003,< 0.002,< 0.008,8.5,4.8,0.006,22,0.15,16.9,1.5,28.1,0.5,0.33,< 0.002,0.018
S98_03304,RIP1283,31/03/1998,89.901,22.803,1975,STW,21,Khulna,Bagerhat,Chitalmari,Hizla,Boalia,4011447110,170,< 0.01,< 0.1,0.099,44.6,< 0.003,< 0.002,< 0.008,5.42,5.4,< 0.004,35,0.149,17.5,0.3,24.5,0.8,0.475,< 0.002,0.015
