"FIPS","x","y","cancer","poverty","smoking","PM25","NO2"
13245,1282819.84856568,1237590.18088147,82.71505908,21.7,26.4,12.57,1.641
13265,1205964.13042848,1249909.64484974,69.35714528,26.6,29.8,13,1.318
13279,1279100.9998924,1097466.72491777,96.16353835,22.8,27.3,12.85,0.718
12031,1370331.52059796,909756.57984544,75.12409191,12.4,25,10.54,1.046
36013,1356925.68076146,2255464.74679367,60.20825409,16,26.4,10.89,2.327
37171,1354669.09176315,1594547.90887635,77.36924958,15.9,30.4,10.8,1.582
42043,1606103.31887648,2096485.21819376,61.49287384,10.3,22.7,12.36,3.451
51011,1499577.02815265,1728467.53431791,65.25391423,12.6,27.8,11.04,1.926
12069,1392522.88168403,736956.16566252,65.59919281,10.8,25.8,9.65,1.345
37009,1282966.39372863,1585422.5943841,60.26093639,15.8,27.1,9.28,1.071
51033,1611502.05764521,1824508.55462047,79.63324862,10.4,26.1,12.34,3.149
36047,1833913.46731583,2172024.90514061,40.49398587,22.6,22.7,12.44,9.463
51173,1272812.07694077,1630310.37044466,87.91717927,15.5,30.4,9.04,0.99
45059,1270662.37824388,1362776.65596404,75.38177969,16.7,29.1,12.52,1.281
12121,1246935.83319146,876557.00394293,82.73133149,17.5,29.7,11.85,0.747
12123,1190787.79359488,852376.30035125,89.62853621,18.5,31.1,11.37,0.583
51101,1640681.28156032,1793703.59078649,77.32189831,6.8,24.9,12.43,2.611
45075,1397734.60916494,1264367.99404496,62.71719299,23.2,25.3,11.07,1.404
51059,1599741.12253191,1914646.41472719,40.528709,5.1,15.5,14.07,4.927
37023,1276514.13426995,1506834.89513977,71.24796016,14.6,30.3,10.98,1.71
51177,1581708.46055911,1836635.82410196,68.62328291,5.9,22.9,12.21,2.464
24041,1700070.45535706,1927775.06779649,52.49240326,8.3,21.3,13.64,3.814
42057,1506294.91177199,2020785.076436,61.30939045,10.3,27.4,11.91,2.761
37159,1382960.57080415,1511317.32051635,72.26789978,13,28,13.19,2.624
37117,1680413.52817168,1588520.68305725,79.91291123,20.4,25.7,12.05,1.412
13293,1085492.19078348,1156919.19117719,73.86007099,18,29.1,13.02,1.112
13313,998958.94982914,1363198.72549421,79.39398081,12.9,27.5,13.4,2.488
51179,1593460.95608192,1865910.31913076,68.06931479,4.7,20,12.86,3.096
37027,1287060.00017179,1531518.52455356,79.87092458,13.6,29.8,11.06,1.638
42119,1570613.58218532,2151895.60901026,43.20872171,11.2,25.5,11.23,2.294
36083,1814336.66962017,2406093.89957456,74.21794054,10.5,23.4,9.01,1.726
37045,1296774.66747766,1462918.92176627,72.45484224,17.3,28,11.88,1.964
24045,1750040.40900131,1892975.81537782,81.41702628,12.8,25.6,12.21,2.914
37119,1362697.34802741,1463374.16602157,55.78854006,11.5,19.7,13.15,3.182
13297,1124773.13432045,1263220.21342751,67.63241294,11.3,26.7,13.06,2.275
42123,1372531.96198733,2211179.99398807,61.6955844,11.4,27.8,10.92,1.966
34039,1803087.25980477,2167525.5593618,50.34512759,8.9,21,12.34,9.646
13307,1073563.45822507,1061689.5812253,66.21407387,19,27.6,12.74,0.738
13309,1242618.53705025,1091702.72008447,65.87168443,30.2,27.9,12.9,0.769
42003,1340289.62799009,2052713.59522326,68.46506548,11.6,25.1,14,5.891
42129,1385974.14990763,2042662.97906979,60.59727497,9.5,26.3,12.75,4.546
13085,1075715.83046335,1331660.44562408,74.55378622,9.7,26.7,13.13,1.184
13063,1071151.41342458,1229322.8927155,68.41674786,14,24,13.82,3.915
37141,1638010.35572331,1430021.55167307,69.24070193,14.8,28.3,10.04,0.96
37129,1646097.35216578,1398296.87744245,65.66963753,13.7,24.7,9.25,1.022
24039,1744615.76792017,1862073.28834855,86.97007154,20.9,27.4,11.88,2.341
13167,1239454.72642425,1157124.12962848,68.65217958,27,27.9,12.76,0.888
36117,1524638.9127115,2392871.66810626,63.94074044,10.1,26.6,10.01,2.314
34005,1793128.13535374,2075366.67930755,59.83923845,5.5,21.9,11.59,5.001
37053,1763878.69069443,1670135.13455255,85.67953944,10.2,27.6,9.82,1.239
45091,1336110.31414984,1428342.5551306,71.34706894,12,26.1,12.75,1.986
45065,1252619.99387197,1294113.47260338,57.36578505,19.5,26.6,12.86,1.086
45081,1303698.65342895,1313763.02851548,57.56939004,16.8,27.7,12.03,1.163
37123,1443588.97432295,1486516.39666449,63.65776742,16.9,27.6,13.43,1.834
36039,1776833.6173169,2347254.62659503,75.62315491,12.9,27.1,8.46,1.779
45073,1170904.6711073,1378993.19971745,61.85209381,12.7,26.2,12.37,1.108
34041,1741874.52829524,2176288.67335692,61.54583732,6.1,22.9,10.26,4.736
42005,1376413.7800931,2098078.45997118,61.55882699,12.4,27.6,12.61,4.167
42035,1517690.19588551,2172273.43755025,70.01716231,13.4,26.4,10.27,1.619
13095,1111782.16583852,1008830.39205773,75.89034088,23.9,24.8,12.99,0.954
36115,1804774.03363036,2472917.92250809,71.35970019,11.4,26.7,8.49,1.418
13269,1094442.99753937,1121507.84211333,72.62863423,24.3,29.3,13.02,0.95
13067,1045720.26389855,1271398.86487113,56.21855399,9.4,19,14.16,3.798
54037,1540247.38034004,1956911.49746281,79.02965977,9.3,25.6,12.65,3.047
51035,1344969.20080208,1628917.50078265,65.70263614,13.9,30.1,9.84,1.1
13251,1335318.34850533,1176789.81392167,81.85311512,20.1,26.6,11.93,0.787
36033,1703903.78727116,2595627.35464156,70.27747545,15.7,27,7.74,0.745
36051,1474589.85077471,2334175.80720891,67.22750058,10.9,24.3,8.88,1.723
54099,1174285.6090033,1763155.46550728,88.09165004,18.2,31.6,11.18,2.414
51027,1222296.59686369,1670564.6474759,77.86823218,22.9,31.7,10.05,1.282
45031,1457757.85837695,1375458.33214007,79.705699,20.2,28.7,12.87,1.593
45079,1378047.72080366,1327144.97997981,65.07785742,14,21.7,12.38,1.763
51061,1556868.47937734,1895059.36886814,64.43581052,5.8,22.4,12.63,2.848
54057,1447341.3735078,1951614.00357762,73.79989327,14.7,27.6,10.99,2.321
54059,1206178.92056134,1720396.17630653,117.3466519,24.8,33.4,10.31,2.25
54109,1258730.999537,1714945.01978788,96.30866802,22.3,33.1,9.55,1.392
12035,1419083.97781834,819538.33680567,59.34242095,9.7,27.9,9.31,0.655
12039,1087116.29867333,898911.41276501,69.37841672,19.7,26,11.72,0.65
12053,1326721.95940244,704121.11105712,74.94589349,12.2,29.8,10.05,1.167
12133,986714.05094897,890878.40437278,88.02051138,19,30.3,11.42,0.494
24047,1778263.31633153,1880783.85657363,68.01623864,9.9,24,11.57,2.555
45069,1477747.45629974,1409462.8738927,111.612184,24.4,31.4,13.05,1.586
51075,1569406.98656667,1781445.4595559,60.10804046,6.9,22.6,12.26,2.081
51135,1569996.5048811,1715378.66882856,80.16302347,19.3,29.6,12.14,1.913
12065,1157367.23708474,891775.53158847,63.99788495,18.1,25.2,11.76,0.648
12127,1438668.12329587,777402.22226157,70.08582284,12.9,29.2,8.78,0.818
12131,938380.66240739,889376.37916612,71.24045692,14.9,28.7,11.25,0.575
54031,1462694.69670802,1908032.10507165,58.63146317,13.1,30.1,10.69,1.788
37143,1730519.80280252,1640428.51381946,62.08618374,17.1,27.1,10.59,1.138
12009,1495501.45243371,700690.56686045,70.1038897,10.1,27.9,7.34,0.75
45045,1231184.54533692,1403328.19883154,62.12148663,12.9,23.7,12.61,1.721
13087,1086388.99329201,932261.37435921,87.68700868,22.6,27.1,12.09,0.59
13205,1118028.34080715,975040.5711211,79.55469473,25.3,28.4,12.96,0.839
13235,1171003.42324326,1094923.93068895,66.29915089,19.6,28.6,13.02,0.864
54027,1476981.12347602,1945927.22900463,76.981107,15.3,29.9,10.93,2.347
54055,1300125.81300902,1698264.06505169,81.79455925,20,30.9,9.49,1.28
54063,1345865.97701435,1723197.08276302,72.9432027,15.7,28.7,9.14,1.607
54067,1311268.885476,1800627.41678081,82.49477254,18.9,29.5,10.92,1.135
54079,1212726.83967072,1809882.28061988,74.05836275,9.9,25.1,12.12,3.151
51193,1656055.0887325,1843192.97727866,81.21440712,14.1,27.8,12.28,2.46
51005,1388452.80423977,1756142.04930489,76.89586955,11.6,25.9,10.59,1.555
34013,1804735.86880338,2182643.51800781,53.80015975,14.4,21.8,12.12,10.635
13033,1294398.00845054,1205638.25635792,81.57946426,23.7,27.8,12.29,1.09
51001,1763272.51577424,1826266.62016022,89.19109911,17.7,26.1,10.88,2.296
13031,1329138.93877265,1135899.88237715,67.90323938,22.5,22.7,11.93,0.902
13165,1302225.40329592,1176479.13959423,80.10013018,25.4,27.8,12.15,0.78
37101,1576397.46490731,1531400.33998967,74.17316101,12.7,25.8,14.14,2.186
51105,1135752.78211502,1594803.16677814,97.59421383,23.3,30.8,10.86,1.541
36103,1916558.96464885,2219152.49142311,60.0196435,6.6,22.2,10.76,5.615
51019,1439176.42322904,1711113.40583684,60.99246555,7.8,24.6,11.38,1.95
51047,1549846.10140489,1864900.94044668,69.01875683,9.1,24.8,12,2.284
13103,1366794.27595138,1138324.10243648,81.20038357,10.1,26.2,11.71,1.056
54083,1381105.21396556,1867124.34204304,63.99492261,17.7,28.5,10.03,1.12
51085,1604974.70262628,1792754.04692797,69.69643057,4.8,21.7,13.01,2.719
51069,1508841.4213946,1939047.68816181,72.80740462,6.7,25.4,11.64,2.695
51195,1175972.34143567,1630930.84747019,101.6862828,20.2,30.4,10.56,2.036
24017,1631028.737163,1883315.97766176,70.84856859,6.2,21.6,13.03,3.673
36031,1757119.23961462,2553752.16699091,62.91729505,11.9,22.9,7.38,0.839
51145,1573084.27542606,1762556.10979628,68.32788759,5.8,24.7,12.29,2.05
51760,1611344.22149854,1767745.3058227,84.36634376,20.7,24.9,13.34,2.926
36099,1549405.80861288,2355026.71059802,63.02930672,12.1,27.1,9.7,1.847
13045,1004456.19389465,1226100.56860365,77.96627212,14.6,26.5,13.17,1.8
12097,1458954.35101159,669081.17070701,56.27901894,13.1,24.7,8.55,0.788
51073,1694092.15372157,1771191.17009147,83.50313198,9,25.6,12.23,2.029
13059,1155637.23785603,1286419.25717256,61.79468724,28.6,18.8,13.06,1.894
51083,1500908.06624063,1659731.29989802,71.2768918,16.7,27.9,12.33,2.19
13061,1039034.90438848,1010413.01405357,66.27231684,30.9,27,12.43,0.648
42125,1323351.93988077,2018108.58317816,70.04564116,10.3,27,13.67,4.72
45055,1400663.56490771,1366623.44588108,78.97706102,13.6,28,12.63,1.525
34009,1800201.81538522,1993222.58316353,71.90068994,9.5,25.8,12.07,2.434
54081,1281918.4869673,1736878.05320209,78.53035401,18,31,9.85,1.631
13073,1262487.03373618,1255436.34933512,63.36774832,6.8,20.9,12.88,1.635
13091,1200452.7659289,1092122.29083816,80.24459183,21.8,28.1,12.99,0.794
54053,1198413.31593223,1837359.46146274,93.44049463,17.9,32,12.35,2.787
37075,1093298.55017799,1436078.01305198,67.06779406,17.9,29.8,10.46,0.944
42051,1378511.30044673,1996883.48915261,70.52048755,17.3,29.2,12.26,3.701
51041,1605034.70186953,1749188.25517352,65.03364232,5.9,21.6,12.97,2.797
51139,1502186.46215249,1871116.69391454,65.88023461,12.2,30.4,11.16,1.348
51161,1393012.02408496,1697984.56553342,54.47760213,6,21.5,10.99,1.932
12105,1407428.77517078,648420.23352818,66.10748886,13.9,26.2,9.53,1.24
13099,1049875.39181077,977774.67506223,76.70506122,25.9,26.4,12.3,0.685
51155,1340728.09775354,1665907.14166897,73.65928592,14.1,29.6,9.8,1.345
54073,1261607.33291062,1915191.24683749,81.40695314,13.4,31.1,12.26,3.858
51171,1489940.52263698,1896026.69844951,68.90056625,8.9,25.8,11.14,1.67
37167,1413285.61780556,1479056.18824176,70.1126766,12.8,26.2,13.42,2.307
51185,1265973.08417098,1661117.00662911,85.33127392,16.6,29.1,9.08,1.125
13187,1089047.82323363,1347799.34070708,72.1468691,13.3,26.4,12.59,1.125
13147,1186214.80064976,1335649.71681195,63.7066815,16.3,27.2,13.01,1.351
54107,1234436.88145632,1892845.95452124,76.93072256,15.5,30.1,13.03,4.465
54041,1323938.67824988,1882650.82446319,87.41915989,18.7,31,11.7,2.236
12007,1329251.39468373,860692.80758537,87.01997143,17.8,29.8,10.66,0.935
51175,1660955.71123597,1685061.66212979,74.07346174,15.1,26,12.65,1.74
12037,1076837.47973378,817423.52468613,94.71249684,18.4,30.8,9.81,0.549
12085,1546539.94992771,573196.97580027,54.66191497,9.4,25.5,7.09,0.679
13027,1181516.34285986,940200.04981976,76.42241252,23,26.6,12.68,0.739
13127,1367612.98031142,1010378.05619704,76.22743014,15.6,24.5,10.81,0.652
13153,1150012.8077835,1117688.32693932,70.70456723,11.6,24.8,12.99,1.062
12043,1473964.91085149,547993.14685173,59.90945271,16.4,29.3,7.9,0.668
13181,1241432.53750121,1280516.51133049,77.00236401,17.7,27.7,12.81,1.341
12057,1347964.37818222,637442.435464,65.99067825,13,24.4,10.06,1.891
12023,1281686.12584605,884617.37762552,84.41450553,18,29.1,11.6,0.683
54005,1237814.75602568,1758586.57810763,116.8629458,19.6,32.8,11.13,1.928
54035,1227296.86850206,1849010.74655554,79.47828929,15.7,28.9,12.22,3.376
24023,1417357.19401542,1959178.54645329,49.4114094,12.9,22.7,10.93,2.017
12001,1315489.18621638,827901.37537432,65.78414596,20,20.5,10.38,0.822
13207,1118726.87602023,1176047.92059081,62.69413162,11.9,25.2,12.99,1.788
13219,1151027.2564494,1272737.37682185,50.96119816,7,17.8,13.01,2.041
13221,1182710.86004566,1282146.61233247,68.4336635,14.3,26.7,13,1.409
12086,1559947.25633207,412497.50463447,41.31040491,18.2,20.6,5.1,0.89
13319,1190786.05681458,1161735.54698049,71.30683259,17.9,26.3,12.86,1.094
54023,1432264.4688083,1913616.7086607,51.07363587,14.9,28.6,10.7,1.651
54093,1400892.18176671,1909096.14343159,64.47285062,15.8,28.3,10.38,1.33
36059,1859870.43556991,2189947.36541303,47.7858247,5.5,19.3,11.16,13.024
36075,1588690.72840108,2436988.08272764,79.59435484,13.8,28.6,9.4,1.951
13259,1046643.494428,1062076.28163051,71.333068,26.4,27.5,12.95,0.819
37073,1702334.91064712,1662006.43560425,71.17406593,15.5,25.5,11.27,1.538
51199,1696239.43309137,1752034.18250745,68.66074265,4.5,17.8,12.61,2.255
36079,1828676.40706887,2261806.23324937,60.54161716,4.6,19.6,9.76,2.944
51820,1477903.62789216,1803796.55375959,63.84504065,13.3,25.6,10.81,1.372
36063,1387460.15470597,2371359.13636945,70.9358339,11.9,27.6,10.87,3.867
13007,1093091.06682303,983304.17760166,63.77850459,25.8,26.1,12.73,0.847
24021,1575637.40703482,1982508.77300633,54.73398926,5.4,20.8,13.46,3.615
36089,1647135.99613534,2571722.27686145,77.78701023,17.2,26.2,7.99,0.992
13271,1225504.00640925,1068331.62427198,73.16137784,26.3,29.2,12.99,0.722
12047,1246538.94115312,910210.06218838,86.31764603,26.2,30.2,11.9,0.587
13229,1302309.00651956,1014963.54320453,92.47452608,17.9,28.7,12.3,0.681
45041,1486637.47707794,1345492.0518194,77.95471634,17.8,26.4,12.07,1.337
37125,1481683.84615998,1490671.68141988,61.99902556,12.1,24.4,13.98,1.787
42065,1408466.26770426,2139659.34529839,58.00423835,12.7,26.5,11.35,2.611
34027,1778629.85546015,2185127.61259153,49.38122613,4,17.3,10.64,6.18
37019,1617731.31519922,1374464.22554745,68.59188814,13.8,30.4,9.77,0.947
37083,1623563.72584072,1624783.65244953,71.60105853,23.7,27.9,13.37,1.478
13075,1191026.25370764,976480.72176685,81.97382212,20.4,28.8,13.17,0.77
45029,1420276.63573722,1202878.0444715,81.70368028,21.7,27.6,10.69,1.159
45043,1531529.21302511,1286308.01468066,63.75182005,17.5,26.8,10.04,0.978
37033,1473661.72967868,1612333.892262,73.4453579,16.2,29.1,12.23,2.569
37049,1697494.85944862,1510019.83219795,73.23571116,13.9,25.2,10.44,1.194
13211,1149571.16765751,1245032.10266247,59.80340139,13,23.5,13.01,1.744
42101,1751441.68949262,2080937.92222931,80.18813638,23.5,30.2,13.28,6.777
36085,1817579.9907322,2161994.37894522,58.29434505,10.1,24.3,11.96,9.19
34003,1814401.26370828,2204752.45549133,47.27408357,5.7,18.2,11.43,8.548
36011,1567737.51779713,2374439.5262319,62.14550029,12.5,28.6,9.83,1.968
37145,1505394.76313178,1617645.77630103,73.57315678,13.6,28.1,12.86,2.481
51007,1572483.11990028,1737932.53969295,82.28457635,9.7,29.7,11.86,2.197
51660,1472787.86474594,1845021.53198307,51.47342299,25,20,11.2,1.517
54097,1348482.63886623,1875559.14807057,73.83484009,20,28.7,11.03,1.623
36025,1711335.09271857,2323192.07990908,57.68737567,13.6,25.5,8.32,1.173
34017,1819905.96645276,2180131.94110556,52.62998228,15,23.2,12.25,10.664
13305,1326934.88363099,1040349.83568046,84.35750746,19.6,28.1,11.73,0.623
34029,1824854.70365981,2083480.23358058,65.14424814,8.1,26,11.9,3.261
12115,1357523.06133509,555787.28457751,52.89868685,8.4,26.5,9.03,0.906
51181,1670078.51436002,1731435.21745762,66.79391053,11.6,25.1,12.19,2.621
51191,1237850.24524024,1611510.92866329,72.99098074,12.8,27.1,10.53,1.371
37043,1104919.48979193,1404573.34695169,57.46864496,14.3,26,11.07,0.79
36077,1695430.80314663,2369555.44844142,59.5414734,12.6,24.3,8.12,1.206
42089,1709056.97442878,2192003.05495648,68.85037893,9.3,25.4,10,2.231
36041,1712275.97026471,2490987.61974817,73.5258849,10.3,22.7,7.03,0.83
37147,1662198.20934245,1556593.37659104,64.02524197,21.6,23,13.13,1.441
13019,1208146.78585829,992422.79465989,87.55758169,18.9,28.9,13.03,0.724
36071,1784395.90582527,2248556.36460413,64.52060783,10.5,23.5,9.21,2.64
36001,1780443.16892927,2385249.28925661,64.40512309,11.7,21.7,8.66,2.316
12077,1065895.27390046,858584.85117631,87.64008262,20.7,31,10.45,0.581
13303,1222799.4651478,1184983.21743057,73.64717287,21.8,27.6,12.63,1.042
51113,1523847.65575296,1851669.4815255,56.74573225,9.8,24.7,11.69,1.834
51187,1519532.5813098,1907327.62223358,80.11607644,9.6,27.2,11.6,1.936
37065,1635788.18249501,1587878.71095401,72.32099512,22.6,28.9,14.05,1.481
13051,1392412.03342098,1101415.41351072,66.12939314,16.9,24.2,11.24,1.089
12061,1518430.27642043,637451.01488297,63.56015517,10.5,27.6,7.3,0.489
51053,1607599.90136541,1715108.81441023,77.45239869,10.8,29,12.3,2.14
13043,1298399.5002483,1132052.35055475,77.22560457,23.3,28.3,12.6,0.792
51009,1466190.92826573,1748958.49292788,74.26794731,11.8,26.2,11.56,1.598
51770,1402346.67987591,1700671.93972472,82.86384183,16.9,28.8,11.06,2.039
37179,1394272.73129412,1439225.33451198,60.09950235,8.9,22.2,13.06,2.274
37189,1269211.47851137,1560293.26960444,47.04993897,18.6,21.4,9.73,1.312
51157,1528372.04062714,1883439.68751545,54.44393699,7.8,22.2,11.9,1.873
54085,1273217.53020944,1895127.71786457,80.64644786,17.1,31.5,11.86,3.082
51013,1613596.30886111,1922262.730062,43.73861831,6.7,14.2,14.45,5.499
13285,1016197.21302633,1165749.052387,74.11215358,16.4,25.9,13.07,1.371
13039,1360362.38695563,975480.85040525,72.98558268,11.1,24.8,11.17,0.771
36019,1748150.04779719,2623675.29009701,69.02028426,14,24,7.84,1.159
45011,1342753.03096066,1236098.03070511,73.29382016,19.9,26.9,11.7,1.132
45057,1384086.39182057,1403329.78140279,66.92822522,14.9,29.4,12.97,1.792
37011,1251796.43262475,1540204.58758784,66.39676776,16.7,27,10.06,1.005
24001,1463675.83026312,1978141.4732622,64.52197295,14.9,26.4,11.01,2.554
12083,1351882.50025117,781182.67513884,73.27602989,14.8,28.7,10.02,1.018
37165,1490869.03105407,1438927.83421514,79.19768886,24.7,28.3,13.61,1.47
42073,1301449.83955239,2105533.8341261,63.33870751,13.1,27.5,13.23,3.983
42039,1307257.31634583,2185193.45617179,66.69834946,13.7,27.2,12.1,2.295
42015,1596515.26727857,2251514.68508543,65.47247612,12.6,27.7,9.11,1.312
13035,1111388.85650312,1205843.94048084,90.64582672,13.5,29.1,13,2.095
13001,1288990.74965862,1057012.92722241,77.63155028,19.5,27.3,12.4,0.758
36107,1604638.58445214,2296816.05323815,61.2537471,9.8,24.3,9.21,1.565
37121,1231540.19409085,1530025.88165665,71.76709013,15.8,27.7,10.58,0.908
45001,1233904.42715273,1327933.57566306,69.80458243,17.4,27.5,13.04,1.235
54095,1283161.729948,1929358.59042667,85.7957838,16.2,30.7,12.56,3.151
51800,1701943.47323676,1690601.23047244,73.37991532,11.6,22.9,11.39,1.993
45023,1343252.81903437,1397436.61262575,81.84746223,17.3,30.5,12.68,1.5
13317,1214993.68697425,1275513.35858602,76.12315616,20,27.8,13,1.225
12095,1434312.49294617,715790.4362242,60.08738483,12.7,21.8,9.37,1.367
13155,1198918.03998884,1027877.28148167,77.08666421,20.4,29,13.02,0.735
36045,1590775.69765744,2508226.52339878,71.77080873,14.5,27.3,8.69,1.416
34001,1803710.59938208,2031834.03475937,71.02415184,10.5,27.1,11.65,3.292
42017,1745633.55103238,2117385.43935686,60.67385232,5.1,22.3,11.38,5.424
37037,1494044.08525631,1537413.37251005,50.94468339,10.3,21.6,13.67,2.323
37097,1349138.00922594,1524687.6717128,65.2815255,10.3,26.3,12.59,2.329
42061,1506866.66804687,2076919.91295034,61.48572846,12.3,26.8,11.95,3.316
37017,1577416.07490437,1428761.54387885,70.76040394,22.3,27.5,11.97,1.139
13025,1326661.91197145,1000420.53255358,99.43552082,16.9,30.1,11.86,0.708
13315,1178880.84933701,1066819.61496358,75.69619696,26.7,28.1,13.18,0.712
51700,1702968.96523916,1737731.39612314,68.66074265,13.5,24.3,12.76,2.604
51091,1415121.01062144,1826079.888382,56.03875238,12.8,24.7,9.92,0.885
51810,1752695.57815012,1705589.88647312,63.59448314,7.4,22.3,10.33,1.831
51165,1471173.58911244,1853131.42072822,51.47342299,8.7,23.2,10.93,1.409
13183,1339648.61704863,1064862.14680055,83.7695595,20.8,28.4,11.55,0.694
13231,1074360.61611182,1179283.59305985,85.56572112,10.6,25.4,13,1.573
13113,1060350.19249556,1213666.98193689,48.02258715,4.7,18,13.62,2.705
13005,1276775.86453414,1033243.56368765,97.32293742,20.1,30.3,12.84,0.668
37183,1545650.8003816,1556677.83422916,53.79388474,9.2,17.8,13.88,2.324
45071,1310463.88630538,1346837.14693346,69.11057058,16.3,27.8,12.41,1.214
13071,1158669.43799121,976083.73125234,81.23749295,22,28.1,13.1,0.789
13199,1047465.2895249,1170294.88936614,67.29663137,19.2,28.3,13.01,1.334
24025,1663852.67033516,2010730.91105727,64.76915004,5.7,22.5,13.28,5.185
51051,1197155.3739334,1651004.36037903,90.72415028,20.5,31.3,10.21,1.463
34035,1780207.57950054,2151254.92499617,46.76310244,4.1,15.9,11.49,6.342
36113,1765770.9021562,2492083.49808377,63.86020332,10.4,25.1,7.83,1.113
42107,1645709.50375251,2137970.77275808,68.2238497,11.9,28.6,10.35,2.961
42041,1571533.31732125,2060710.05796627,51.81562714,6.4,21.7,13.18,3.485
54071,1427489.35657602,1864438.43733541,45.86205823,13.7,27.4,9.73,1.031
51021,1303204.70213023,1667921.15494159,71.38140558,13,28.2,9.26,1.134
24043,1538083.91808565,1990247.17339584,66.84361941,9.7,26,12.76,3.568
13079,1116766.59959886,1142102.12489716,76.30518924,16.4,28,13.04,1.194
54025,1347254.6477356,1767353.55719106,80.99296156,17.6,28.3,10.17,1.153
42045,1731682.36080182,2066067.55757125,68.09849243,9.1,25.1,13.51,6.589
13273,1087754.0947675,1033206.9756994,85.57641485,28,27.8,12.58,0.772
42127,1697727.85306316,2257139.20001756,65.72624161,11.4,26.8,8.9,1.212
51031,1478293.43784196,1705612.13701357,67.84584508,11.5,26.2,11.58,1.883
13129,1011067.17647124,1330535.35258205,90.78420705,13,28.5,13.87,2.397
12107,1375351.03818196,829336.72684959,94.70556443,20.9,30.7,9.88,0.785
51121,1367109.71480922,1682899.99287086,55.14705897,19,19.9,10.11,1.667
51029,1519909.16126955,1754957.03043473,68.88176356,18,29.5,11.03,1.586
37055,1798253.64360365,1604192.6726342,67.47446302,8.6,25.9,8.35,1.036
12073,1120704.52405332,889449.67505593,56.33235183,17,19.2,11.43,0.62
12045,1036391.80979562,822679.09849125,86.06255456,18.9,30.4,9.68,0.504
13137,1130864.95692163,1359803.54405819,60.44849027,12.1,25.8,12.34,1.095
54043,1204390.57364183,1770898.4921484,108.867462,24.1,33.1,11.41,2.291
42033,1454142.89900205,2133464.92143998,61.72599352,13.6,27,10.96,2.153
12101,1333385.01586527,677643.54494766,75.81817946,11.9,29.7,10.09,1.49
36105,1739211.26260358,2274248.0134633,70.64546802,14.2,25.9,8.45,1.194
42111,1429094.60943499,2011809.20980461,49.72351964,12.7,27.3,11.45,2.674
51023,1409669.85406544,1733520.05153799,53.7325976,6.2,22.4,11.04,1.826
51109,1559975.41974424,1808855.18848492,76.3965756,9.9,27.1,12.05,2.277
42055,1538800.03156784,2027269.53091684,55.38361607,8.2,24.8,12.87,3.195
12059,969533.34146,917795.21686639,85.03433267,21,31.2,11.71,0.481
13253,1058244.94892189,935725.16848583,82.1423721,22.4,27.4,12.24,0.577
12089,1353263.97456625,938466.18466168,76.38803674,9.2,26.2,10.9,0.851
37095,1763204.22141915,1568816.33061532,70.08920416,21.9,29.1,9.2,1.053
42103,1727250.26443921,2227452.26416915,57.78122483,7.7,25.4,8.56,1.51
13105,1201057.91136253,1311274.26344861,74.35603446,18.5,28.7,13,1.206
45007,1213040.65216365,1358418.68305358,70.50671311,13.8,27.4,13.05,1.636
12087,1509482.06303132,366374.42866624,64.35857894,10.4,24.7,4.8,0.328
36061,1827575.68036843,2186232.24117239,43.22381843,17.8,18.8,12.43,9.952
36095,1743539.37005539,2375273.67896178,66.51697003,12,25.9,8.02,1.444
13301,1226878.05587997,1235056.74496601,83.44200197,24.4,28.8,13.04,1.476
13261,1106655.27840259,1065071.70944515,70.95353526,24.4,25.1,12.97,0.845
51045,1376536.1954465,1719306.87273727,63.3753765,9.8,25.7,10.15,1.704
13107,1274318.46788816,1149501.49631382,84.03226057,26.2,28.2,12.75,0.76
54015,1284743.83317659,1815780.53928183,103.6974782,24.5,32.2,11.39,1.673
42059,1331673.93843011,1981403.63659493,73.75574683,15.8,27.3,13.64,3.993
36081,1841804.18255527,2182258.76136617,38.81144142,15,20.4,12.21,15.31
36065,1648770.99640665,2428756.76282113,62.91397007,14.4,27.3,8.39,1.824
51079,1510291.40555997,1835864.46368658,61.86899745,7.8,24.3,11.32,1.616
54011,1185759.5279364,1795938.60712079,84.23175009,18.4,29,11.94,2.933
54061,1350699.7872,1959197.77646224,61.73410425,16.3,21.9,13.04,3.433
51510,1616258.3523025,1915795.15119473,47.35891292,8.1,16.9,14.2,5.186
42063,1410676.88595435,2085864.82460475,52.70754624,15.7,24.5,11.87,3.458
24013,1604981.20864347,1998805.91469712,61.32969012,4.7,21.7,13.23,3.768
12113,856713.76039864,887609.02625002,74.14673143,10.6,25.9,10.39,0.92
12109,1399476.56411556,865863.80549393,60.95168522,7.9,22.9,9.69,0.924
54103,1301405.28319504,1948184.97458992,83.5723973,17.6,30.4,12.99,3.504
13299,1287458.28438398,978514.54725465,79.13994713,20.7,28.7,12.22,0.618
54091,1356170.28689029,1926659.92241868,77.97542947,17.9,27.9,12.15,2.513
37103,1676368.48661823,1494220.46560009,70.00811566,18,27.7,11.09,1.175
45049,1378190.66238366,1186307.96106299,74.22869169,22.8,25.8,11.45,0.938
51650,1717605.11709827,1735088.89815164,71.23510235,13.1,24.1,12.3,2.946
51095,1675785.75566465,1757564.59040963,46.9390289,6.6,18,12.47,2.381
42069,1678063.19490109,2228579.14666986,63.67112813,12.6,27.2,9.29,1.479
