FIPS,x,y,Cancer,Poverty,Smoking,PM25,NO2,SO2
42013,1475160.903,2078209.205,65,13.15333333,26.76666667,11.01933333,2.9708,0.174829692
13257,1153423.385,1354138.051,83,17.77333333,27.32666667,12.522,1.286733333,0.027933233
37047,1576210.284,1388925.415,80,22.56,29.26666667,11.02666667,0.963466667,0.020479309
37071,1330908.701,1463722.596,82,14.53333333,28.59333333,12.63066667,2.612666667,0.104389145
45025,1433973.062,1406304.158,81,20.36666667,29.28666667,12.806,1.384066667,0.027277384
36111,1775867.93,2302403.31,61,11.6,23.75333333,9.09,2.032466667,0.017977323
37021,1205489.367,1480787.544,62,14.03333333,25.36,10.22,1.417466667,0.046396954
37015,1686744.852,1615496.926,70,23.18,26.56,11.17933333,1.533866667,0.019561572
34031,1794089.083,2208556.382,52,13.49333333,21.47333333,10.50133333,5.992066667,0.042913013
45017,1395339.658,1290613.603,53,16.70666667,24.62666667,11.85933333,1.471933333,0.047343003
36087,1813564.819,2226668.669,44,10.77333333,18.28,10.42866667,5.0918,0.036711558
51057,1647038.652,1822048.171,74,13,25.64666667,11.38933333,2.438,0.103948363
37135,1498854.676,1579049.044,58,13.19333333,17.04666667,12.08933333,1.981266667,0.072613316
34037,1759786.533,2212712.261,63,4.686666667,21.71333333,9.342666667,3.157,0.045925872
13123,1046569.812,1355924.329,63,15.96666667,28.58,12.278,1.247066667,0.092880033
13295,969740.2733,1351864.506,95,15.14666667,29.5,12.974,2.117466667,0.120574462
45047,1265105.223,1324705.806,65,16.17333333,26.52666667,12.34666667,1.125133333,0.022022008
51097,1656798.071,1798464.495,76,12.48666667,27.42666667,11.33266667,2.389266667,0.090404004
42099,1566640.722,2086593.725,70,8.56,25.40666667,11.64533333,3.324266667,0.113054116
13047,982225.8689,1372225.108,73,11.64,27.54666667,13.1,2.697666667,0.097585145
37099,1156077.938,1437274.96,58,17.27333333,25.83333333,10.082,0.866,0.028709487
13209,1259366.381,1100453.583,87,22.35333333,24.56666667,12.062,0.6928,0.013618591
13237,1164434.823,1216682.797,67,15.64,24.84,12.45666667,1.533333333,0.148870224
51163,1436054.549,1767464.309,61,10.61333333,24.94666667,9.969333333,1.712733333,0.028223625
37137,1729079.643,1519154.323,64,16.42666667,26.17333333,8.904666667,1.135466667,0.007762193
13197,1071814.999,1095905.649,64,22.07333333,29.11333333,12.17733333,0.763733333,0.031503506
34025,1820299.025,2125684.596,61,6.18,20.81333333,11.73533333,5.0214,0.044226238
13217,1117382.249,1236773.733,75,12.46666667,25.47333333,12.752,2.468133333,0.144379531
13249,1092478.705,1088370.428,77,17.74666667,27.5,12.15666667,0.828933333,0.027058017
51143,1459738.423,1658545.822,72,12.98,28.16,11.10733333,1.933733333,0.102060102
51167,1222483.585,1632905.456,83,18.16666667,29.48666667,9.679333333,1.765666667,0.04744314
13287,1164606.542,1036137.608,75,26.06666667,28.28666667,12.63,0.7356,0.011126866
54105,1249192.815,1873699.746,91,18.85333333,30.52666667,12.25533333,2.759333333,0.27650887
51025,1594645.856,1677031.064,74,20.12,28.42666667,11.48533333,1.5654,0.049614259
51093,1690124.337,1710628.896,70,9.013333333,22.83333333,11.3,2.228533333,0.058830963
24035,1699831.3,1961649.538,67,6.633333333,21.7,13.27066667,4.305866667,0.096557021
13125,1235765.269,1216094.351,70,16.13333333,28.77333333,12.21333333,1.259333333,0.059530334
42091,1727248.17,2098844.026,53,5.426666667,20.43333333,12.528,5.060933333,0.063949792
37025,1385195.632,1483013.976,66,10.22666667,24.38,12.91733333,2.677466667,0.078309834
42011,1676333.766,2111342.483,57,10.77333333,24.4,11.80733333,4.2978,0.086217084
45015,1479695.44,1250590.851,73,12.89333333,26.22666667,10.42333333,1.198666667,0.049416007
54049,1336346.909,1943122.147,80,16.3,26.5,12.28733333,3.2686,0.288285121
51087,1617200.64,1769762.462,64,8.18,20.61333333,12.01866667,3.250133333,0.08572237
36119,1835028.388,2232826.671,46,8.546666667,18.12666667,10.35333333,5.469333333,0.032412807
13185,1211163.789,943251.3662,79,20.2,24.98,11.708,0.710666667,0.007496417
